id,date,store_nbr,family,sales,onpromotion,year,month,week,day,dayofweek,quarter,is_weekend,is_month_start,is_month_end,dow_sin,dow_cos,month_sin,month_cos,trend,is_christmas,is_newyear,is_black_friday,city,state,type,cluster,is_holiday_national,is_holiday_regional,is_holiday_local,is_holiday,transactions,oil_price,transactions_lag_7,transactions_rollmean_7,transactions_rollstd_7,transactions_rollmean_30,transactions_rollstd_30,oil_price_lag_7,oil_price_rollmean_7,oil_price_rollstd_7,oil_price_rollmean_30,oil_price_rollstd_30,onpromotion_lag_1,onpromotion_lag_7,onpromotion_lag_14,onpromotion_lag_28,onpromotion_rollmean_7,onpromotion_rollstd_7,onpromotion_rollmean_30,onpromotion_rollstd_30,days_from_prev_holiday,days_to_next_holiday,is_day_before_holiday,is_day_after_holiday,sales_lag_1,sales_lag_7,sales_lag_14,sales_lag_28,sales_rollmean_7,sales_rollstd_7,sales_rollmean_30,sales_rollstd_30
2947428,2017-07-17,1,AUTOMOTIVE,2.0,0.0,2017,7,29,17,0,3,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,1658,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1739.0,46.02,1814.0,1563.7142857142858,502.65585121621945,1519.6666666666667,478.8851516864426,44.4,45.506,0.8334146626911756,44.49944444444444,1.2257073454608045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,0,0,2.0,3.0,0.0,3.0,5.428571428571429,2.5071326821120445,4.4,3.102835188484318
2949210,2017-07-18,1,AUTOMOTIVE,3.0,0.0,2017,7,29,18,1,3,0,0,0,0.7818314824680297,0.6234898018587336,1.2246467991473532e-16,-1.0,1659,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1733.0,46.4,1760.0,1553.0,497.201501740824,1531.3666666666666,479.84419046856954,45.06,45.83,0.5688585061231289,44.579473684210534,1.2412022562504024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,0,0,2.0,7.0,5.0,3.0,5.285714285714286,2.690370836538206,4.366666666666666,3.123695129869075
2950992,2017-07-19,1,AUTOMOTIVE,7.0,0.0,2017,7,29,19,2,3,0,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,1660,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1797.0,47.1,1970.0,1549.142857142857,495.42958752023833,1569.9,445.76778785557775,45.48,46.098,0.4084360414907459,44.670500000000004,1.2748394119660666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,0,0,3.0,7.0,1.0,1.0,4.714285714285714,2.690370836538205,4.4,3.102835188484318
2952774,2017-07-20,1,AUTOMOTIVE,4.0,0.0,2017,7,29,20,3,3,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1661,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1774.0,46.73,1679.0,1524.4285714285713,474.82272381133595,1571.5666666666666,446.54556730322736,46.06,46.422000000000004,0.4371727347269237,44.813500000000005,1.3800696969382633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,0,0,7.0,9.0,5.0,1.0,4.714285714285714,2.690370836538205,4.533333333333333,3.1264536848765445
2954556,2017-07-21,1,AUTOMOTIVE,10.0,0.0,2017,7,29,21,4,3,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1662,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1878.0,45.78,1867.0,1538.0,481.29062599084966,1571.4333333333334,446.4823959408228,46.53,46.556,0.39953723229332583,44.983,1.3976374802866551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0,0,4.0,4.0,4.0,10.0,4.0,1.914854215512686,4.566666666666666,3.1148513368336976
2956338,2017-07-22,1,AUTOMOTIVE,8.0,0.0,2017,7,29,22,5,3,1,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1663,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1333.0,,1338.0,1539.5714285714287,482.56013688895086,1572.6666666666667,447.3030549733659,,46.406,0.5309237233243751,45.148,1.276098494790788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1,0,10.0,6.0,6.0,12.0,4.857142857142857,2.968084198523326,4.866666666666666,3.1919438822019406
2958120,2017-07-23,1,AUTOMOTIVE,0.0,0.0,2017,7,29,23,6,3,1,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1664,0,0,0,Quito,Pichincha,D,13,0,0,0,0,547.0,,518.0,1538.857142857143,482.91180304876247,1559.1333333333334,448.2379089150157,,46.406,0.5309237233243751,45.28578947368421,1.148077212793298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,2.0,2.0,4.0,5.142857142857143,3.1847852585154293,5.1,3.155181835297779
2959902,2017-07-24,1,AUTOMOTIVE,4.0,0.0,2017,7,30,24,0,3,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,1665,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1807.0,46.21,1739.0,1543.0,472.71097582631177,1515.9333333333334,481.17836203631805,46.02,46.406,0.5309237233243751,45.42055555555556,1.0150078076832179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2.0,3.0,3.0,4.857142857142857,3.5790395093549683,4.766666666666667,3.1478874507038546
2961684,2017-07-25,1,AUTOMOTIVE,10.0,0.0,2017,7,30,25,1,3,0,0,0,0.7818314824680297,0.6234898018587336,1.2246467991473532e-16,-1.0,1666,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1785.0,47.77,1733.0,1552.7142857142858,478.0783458408277,1532.8666666666666,482.21841762716883,46.4,46.444,0.5024241236133238,45.462105263157895,1.002899014225303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.0,3.0,7.0,4.0,5.142857142857143,3.387652649872847,4.5,2.837556014941555
2963466,2017-07-26,1,AUTOMOTIVE,2.0,0.0,2017,7,30,26,2,3,0,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0,1667,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1903.0,48.58,1797.0,1560.142857142857,481.73659073931697,1575.1333333333334,444.176707095765,47.1,46.718,0.7730911977177094,45.5775,1.104168536900532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0,1,10.0,7.0,7.0,2.0,6.142857142857143,3.670993118515824,4.7,3.0074619841665258
2965248,2017-07-27,1,AUTOMOTIVE,5.0,0.0,2017,7,30,27,3,3,0,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0,1668,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1729.0,49.05,1774.0,1575.2857142857142,491.97991635353924,1580.1666666666667,447.0960001312174,46.73,47.013999999999996,1.148229071217317,45.8445,1.153710147848897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0,0,2.0,4.0,9.0,1.0,5.428571428571429,3.9520940802374214,4.666666666666667,3.0323921743156075
2967030,2017-07-28,1,AUTOMOTIVE,7.0,0.0,2017,7,30,28,4,3,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0,1669,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1848.0,49.72,1878.0,1568.857142857143,489.23696663662577,1579.0,446.64519591559804,45.78,47.478,1.4371743109270192,46.084500000000006,1.2951467098311304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0,0,5.0,10.0,4.0,11.0,5.571428571428571,3.9096949095440094,4.7,3.030306687563095
2968812,2017-07-29,1,AUTOMOTIVE,4.0,0.0,2017,7,30,29,5,3,1,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0,1670,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1251.0,,1333.0,1564.5714285714287,486.1994985404137,1577.0666666666666,445.30446255097905,,48.266000000000005,1.3509737229082228,46.3335,1.4874891419283915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0,0,7.0,8.0,6.0,7.0,5.142857142857143,3.4846602621858547,4.866666666666666,3.014142908235163
2970594,2017-07-30,1,AUTOMOTIVE,1.0,0.0,2017,7,30,30,6,3,1,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0,1671,0,0,0,Quito,Pichincha,D,13,0,0,0,0,519.0,,547.0,1552.857142857143,493.63968930500323,1563.9333333333334,449.0263745677657,,48.266000000000005,1.3509737229082228,46.41,1.4872793954014498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0,0,4.0,0.0,2.0,4.0,4.571428571428571,3.2586880211286964,4.966666666666667,2.9300268721061804
2972376,2017-07-31,1,AUTOMOTIVE,8.0,0.0,2017,7,31,31,0,3,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0,1672,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1872.0,50.21,1807.0,1548.857142857143,503.170093365196,1519.5,484.11987330013403,46.21,48.266000000000005,1.3509737229082228,46.431666666666665,1.5273092448474963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0,0,1.0,4.0,2.0,0.0,4.714285714285714,3.039423504234854,4.633333333333334,2.7852237368598916
2974158,2017-08-01,1,AUTOMOTIVE,5.0,0.0,2017,8,31,1,1,3,0,1,0,0.7818314824680297,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,1673,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1795.0,49.19,1785.0,1558.142857142857,509.2904962040886,1536.5,487.34217604443404,47.77,49.065999999999995,0.955578358894997,46.630526315789474,1.7188480434514766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0,0,8.0,10.0,3.0,5.0,5.285714285714286,3.251373336211734,4.666666666666667,2.820287749238667
2975940,2017-08-02,1,AUTOMOTIVE,4.0,0.0,2017,8,31,2,2,3,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,1674,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1892.0,49.6,1903.0,1559.5714285714287,510.0463564366312,1578.2666666666667,451.5501219617578,48.58,49.35,0.6294839155915275,46.758500000000005,1.7681875198206978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0,0,5.0,2.0,7.0,1.0,4.571428571428571,2.507132682112043,4.7,2.8180452995551346
2977722,2017-08-03,1,AUTOMOTIVE,3.0,0.0,2017,8,31,3,3,3,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,1675,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1726.0,49.03,1729.0,1558.0,508.82741016314225,1578.3333333333333,451.5978782923599,49.05,49.554,0.4600326075273667,46.89380952380952,1.8315689345181554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,0,0,4.0,5.0,4.0,5.0,4.857142857142857,2.267786838055373,4.833333333333333,2.6792090100513226
2979504,2017-08-04,1,AUTOMOTIVE,8.0,0.0,2017,8,31,4,4,3,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,1676,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1847.0,49.57,1848.0,1557.5714285714287,508.6606128329737,1575.7666666666667,450.4944167692093,49.72,49.55,0.46556417386696286,46.99090909090909,1.8445386804593658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1,0,3.0,7.0,10.0,4.0,4.571428571428571,2.3704530408864164,4.766666666666667,2.6997232723237388
2981286,2017-08-05,1,AUTOMOTIVE,5.0,0.0,2017,8,31,5,5,3,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,1677,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1251.0,,1251.0,1557.4285714285713,508.56558316597636,1573.5666666666666,448.9492470611592,,49.519999999999996,0.45661800226056537,47.193636363636365,1.8728449086712755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.0,4.0,8.0,6.0,4.714285714285714,2.5634797778466316,5.0,2.665229497784764
2983068,2017-08-06,1,AUTOMOTIVE,6.0,0.0,2017,8,31,6,6,3,1,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,1678,0,0,0,Quito,Pichincha,D,13,0,0,0,0,507.0,,519.0,1557.4285714285713,508.56558316597636,1558.6666666666667,452.0837833039766,,49.519999999999996,0.45661800226056537,47.27333333333333,1.8804795487642527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0,1,5.0,1.0,0.0,2.0,4.857142857142857,2.5448360411214157,5.0,2.665229497784764
2984850,2017-08-07,1,AUTOMOTIVE,7.0,0.0,2017,8,32,7,0,3,0,0,0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,1679,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1665.0,49.37,1872.0,1555.7142857142858,512.6531362385637,1514.1333333333334,487.5227127040326,50.21,49.519999999999996,0.45661800226056537,47.4245,1.7936510104686059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0,0,6.0,8.0,4.0,3.0,5.571428571428571,1.9023794624226984,5.066666666666666,2.6643668243529457
2986632,2017-08-08,1,AUTOMOTIVE,4.0,0.0,2017,8,32,8,1,3,0,0,0,0.7818314824680297,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,1680,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1766.0,49.07,1795.0,1526.142857142857,497.10241351637654,1524.1,487.44621984520427,49.19,49.352,0.24458127481154918,47.51714285714286,1.799044587707248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0,0,7.0,5.0,10.0,7.0,5.428571428571429,1.7182493859684647,5.1,2.6826389477784534
2988414,2017-08-09,1,AUTOMOTIVE,7.0,0.0,2017,8,32,9,2,3,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999998,-0.8660254037844388,1681,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1766.0,49.59,1892.0,1522.0,494.60287099853866,1563.6666666666667,455.19403466588005,49.6,49.327999999999996,0.2691096430610471,47.58772727272728,1.7866300595492337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0,0,4.0,4.0,2.0,7.0,5.285714285714286,1.799470821684889,5.166666666666667,2.6272226496006517
2990196,2017-08-10,1,AUTOMOTIVE,9.0,0.0,2017,8,32,10,3,3,0,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999998,-0.8660254037844388,1682,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1764.0,48.54,1726.0,1504.0,480.99896049783416,1562.0666666666666,454.3673838869048,49.03,49.326,0.26660832693005715,47.82363636363637,1.6854575341891782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1,0,7.0,3.0,5.0,9.0,5.714285714285714,1.7994708216848911,5.3,2.6149437918400302
2991978,2017-08-11,1,AUTOMOTIVE,1.0,0.0,2017,8,32,11,4,3,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999998,-0.8660254037844388,1683,0,0,0,Quito,Pichincha,D,13,1,0,0,1,570.0,48.81,1847.0,1509.4285714285713,484.1263117351532,1562.2,454.4280528008959,49.57,49.227999999999994,0.4377442175385691,47.98181818181818,1.5733060016664797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9.0,8.0,7.0,4.0,6.571428571428571,1.7182493859684709,5.366666666666666,2.684352273163255
2993760,2017-08-12,1,AUTOMOTIVE,6.0,0.0,2017,8,32,12,5,3,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999998,-0.8660254037844388,1684,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1004.0,,1251.0,1327.0,568.8995224700606,1515.5333333333333,482.1456163881392,,49.076,0.4209275471960323,48.13318181818182,1.4784785821028763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0,1,1.0,5.0,4.0,6.0,5.571428571428571,2.5727509827124107,5.166666666666667,2.78026708383767
2995542,2017-08-13,1,AUTOMOTIVE,1.0,0.0,2017,8,32,13,6,3,1,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999998,-0.8660254037844388,1685,0,0,0,Quito,Pichincha,D,13,0,0,0,0,416.0,,507.0,1291.7142857142858,581.9102778165785,1493.0333333333333,489.9410579139952,,49.076,0.4209275471960323,48.231904761904765,1.4387689843972946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0,0,6.0,6.0,1.0,2.0,5.714285714285714,2.5634797778466343,5.066666666666666,2.690126690175643
2997324,2017-08-14,1,AUTOMOTIVE,1.0,0.0,2017,8,33,14,0,3,0,0,0,0.0,1.0,-0.4999999999999998,-0.8660254037844388,1686,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1733.0,47.59,1665.0,1278.7142857142858,602.997157065079,1444.6666666666667,522.3024182329176,49.37,49.076,0.4209275471960323,48.31700000000001,1.420893343894477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1,0,1.0,7.0,8.0,2.0,5.0,3.1091263510296123,4.966666666666667,2.7852237368598907
2999106,2017-08-15,1,AUTOMOTIVE,4.0,0.0,2017,8,33,15,1,3,0,0,0,0.7818314824680297,0.6234898018587336,-0.4999999999999998,-0.8660254037844388,1687,0,0,0,Quito,Pichincha,D,13,0,0,0,0,1693.0,47.57,1766.0,1288.4285714285713,610.7552311531589,1457.8333333333333,524.4949020713645,49.07,48.72,0.741080292538198,48.282380952380954,1.39397239843782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,4.0,5.0,3.0,4.142857142857143,3.287784027201884,4.8,2.869578846907791
